date,broker,listing_id,url,resort,points,use_year,price,price_per_point,dues_per_point,deed_year,status,point_delta,cost_per_point_year
2026-08-17,The DVC Store,OKW046-02-0514,https://www.dvcstore.com/resort/old-key-west/okw046-02-0514/,Old Key West,46,February,4370,95.0,11.2054,2042,Available,-88,20.775
2026-08-17,The DVC Store,OKW050-02-0805,https://www.dvcstore.com/resort/old-key-west/okw050-02-0805/,Old Key West,50,February,4750,95.0,11.2054,2042,Available,-69,20.033
2026-08-17,The DVC Store,OKW220-08-0512,https://www.dvcstore.com/resort/old-key-west/okw220-08-0512/,Old Key West,220,August,15180,69.0,11.2054,2042,Sold,-440,18.214
2026-08-17,The DVC Store,OKW190-06-0805,https://www.dvcstore.com/resort/old-key-west/okw190-06-0805/,Old Key West,190,June,16720,88.0,11.2054,2042,Available,0,17.078
2026-08-17,The DVC Store,OKW320-12-0728,https://www.dvcstore.com/resort/old-key-west/okw320-12-0728/,Old Key West,320,December,28800,90.0,11.2054,2042,Available,96,16.722
2026-08-17,The DVC Store,OKW220-12-0814,https://www.dvcstore.com/resort/old-key-west/okw220-12-0814/,Old Key West,220,December,18700,85.0,11.2054,2042,Available,0,16.846
2026-08-17,DVC Sales,1247,https://dvcsales.com/dvc-resale/old-key-west/50-points/1247,Old Key West,50,,5250,105.0,,2042,Unverified,0,
2026-08-17,DVC Sales,1257,https://dvcsales.com/dvc-resale/old-key-west/210-points/1257,Old Key West,210,,17010,81.0,,2042,Unverified,0,
2026-08-17,DVC Sales,1317,https://dvcsales.com/dvc-resale/old-key-west/230-points/1317,Old Key West,230,,18630,81.0,,2042,Unverified,0,
2026-08-17,DVC Sales,1433,https://dvcsales.com/dvc-resale/old-key-west/400-points/1433,Old Key West,400,,30000,75.0,,2042,Unverified,0,
2026-08-17,The DVC Store,OKW2057230-04-1209,https://www.dvcstore.com/resort/old-key-west-2057/okw2057230-04-1209/,Old Key West (2057),230,April,20470,89.0,11.2054,2057,Sold,-230,14.855
2026-08-17,The DVC Store,OKW2057050-10-0621,https://www.dvcstore.com/resort/old-key-west-2057/okw2057050-10-0621/,Old Key West (2057),50,October,5650,113.0,11.2054,2057,Sold,-84,16.529
2026-08-17,The DVC Store,OKW2057125-02-0727,https://www.dvcstore.com/resort/old-key-west-2057/okw2057125-02-0727/,Old Key West (2057),125,February,14375,115.0,11.2054,2057,Available,0,15.195
2026-08-17,The DVC Store,OKW2057025-04-0731,https://www.dvcstore.com/resort/old-key-west-2057/okw2057025-04-0731/,Old Key West (2057),25,April,3000,120.0,11.2054,2057,Available,-50,17.594
2026-08-17,The DVC Store,OKW2057100-04-0731,https://www.dvcstore.com/resort/old-key-west-2057/okw2057100-04-0731/,Old Key West (2057),100,April,9800,98.0,11.2054,2057,Available,-200,15.936
2026-08-17,The DVC Store,OKW2057100-06-0731,https://www.dvcstore.com/resort/old-key-west-2057/okw2057100-06-0731/,Old Key West (2057),100,June,10300,103.0,11.2054,2057,Sold,0,14.872
2026-08-17,The DVC Store,OKW2057110-06-0811,https://www.dvcstore.com/resort/old-key-west-2057/okw2057110-06-0811/,Old Key West (2057),110,June,11770,107.0,11.2054,2057,Available,0,14.972
2026-08-17,The DVC Store,OKW2057025-08-0816,https://www.dvcstore.com/resort/old-key-west-2057/okw2057025-08-0816/,Old Key West (2057),25,August,2875,115.0,11.2054,2057,Sale Pending,0,16.207
2026-08-17,DVC Sales,981,https://dvcsales.com/dvc-resale/old-key-west57/230-points/981,Old Key West (2057),230,,27140,118.0,,2057,Unverified,0,
2026-08-17,DVC Sales,1232,https://dvcsales.com/dvc-resale/old-key-west57/230-points/1232,Old Key West (2057),230,,25300,110.0,,2057,Unverified,0,
2026-08-17,DVC Sales,1233,https://dvcsales.com/dvc-resale/old-key-west57/80-points/1233,Old Key West (2057),80,,10400,130.0,,2057,Unverified,0,
2026-08-17,DVC Sales,1374,https://dvcsales.com/dvc-resale/old-key-west57/150-points/1374,Old Key West (2057),150,,16800,112.0,,2057,Unverified,0,
2026-08-17,DVC Sales,1545,https://dvcsales.com/dvc-resale/old-key-west57/300-points/1545,Old Key West (2057),300,,34500,115.0,,2057,Unverified,0,
2026-08-17,DVC Sales,1546,https://dvcsales.com/dvc-resale/old-key-west57/160-points/1546,Old Key West (2057),160,,16160,101.0,,2057,Unverified,0,
2026-08-17,DVC Resale Market,PLB4503,https://www.dvcresalemarket.com/listings/polynesian/plb4503/,Polynesian Villas,50,December,8700,174.0,8.33,2066,Sale Pending,0,13.29
2026-08-17,DVC Resale Market,PL84597,https://www.dvcresalemarket.com/listings/polynesian/pl84597/,Polynesian Villas,100,December,16700,167.0,8.33,2066,Available,-32,12.999
2026-08-17,DVC Resale Market,PL34591,https://www.dvcresalemarket.com/listings/polynesian/pl34591/,Polynesian Villas,200,December,34000,170.0,8.33,2066,Available,-200,13.262
2026-08-17,DVC Resale Market,PL84595,https://www.dvcresalemarket.com/listings/polynesian/pl84595/,Polynesian Villas,110,December,18590,169.0,8.33,2066,Offer Accepted,2,12.862
2026-08-17,DVC Resale Market,PL94588,https://www.dvcresalemarket.com/listings/polynesian/pl94588/,Polynesian Villas,75,September,14625,195.0,8.33,2066,Offer Accepted,75,13.176
2026-08-17,DVC Resale Market,PLA4344,https://www.dvcresalemarket.com/listings/polynesian/pla4344/,Polynesian Villas,50,December,9000,180.0,8.33,2066,Sale Pending,0,13.45
2026-08-17,DVC Resale Market,PL34582,https://www.dvcresalemarket.com/listings/polynesian/pl34582/,Polynesian Villas,150,June,26250,175.0,8.33,2066,Sale Pending,-150,13.428
2026-08-17,DVC Resale Market,PLE4404,https://www.dvcresalemarket.com/listings/polynesian/ple4404/,Polynesian Villas,50,September,9000,180.0,8.33,2066,Sale Pending,-45,13.877
2026-08-17,DVC Resale Market,PL24596,https://www.dvcresalemarket.com/listings/polynesian/pl24596/,Polynesian Villas,125,August,21875,175.0,8.33,2066,Available,-132,13.49
2026-08-17,DVC Resale Market,PLF4558,https://www.dvcresalemarket.com/listings/polynesian/plf4558/,Polynesian Villas,150,October,27000,180.0,8.33,2066,Sale Pending,77,12.838
2026-08-17,DVC Resale Market,PL24571,https://www.dvcresalemarket.com/listings/polynesian/pl24571/,Polynesian Villas,220,June,35860,163.0,8.33,2066,Sale Pending,-440,13.545
2026-08-17,DVC Resale Market,PL24590,https://www.dvcresalemarket.com/listings/polynesian/pl24590/,Polynesian Villas,200,February,33800,169.0,8.33,2066,Sale Pending,-200,13.235
2026-08-17,DVC Resale Market,PL34573,https://www.dvcresalemarket.com/listings/polynesian/pl34573/,Polynesian Villas,150,October,26250,175.0,8.33,2066,Sale Pending,0,12.953
2026-08-17,DVC Resale Market,PLA4552,https://www.dvcresalemarket.com/listings/polynesian/pla4552/,Polynesian Villas,110,September,18700,170.0,8.33,2066,Sale Pending,-110,13.371
2026-08-17,DVC Resale Market,PL34507,https://www.dvcresalemarket.com/listings/polynesian/pl34507/,Polynesian Villas,100,September,17500,175.0,8.33,2066,Sale Pending,-73,13.397
2026-08-17,DVC Resale Market,PLF4581,https://www.dvcresalemarket.com/listings/polynesian/plf4581/,Polynesian Villas,200,June,34800,174.0,8.33,2066,Sale Pending,-91,13.103
2026-08-17,DVC Resale Market,PLB4517,https://www.dvcresalemarket.com/listings/polynesian/plb4517/,Polynesian Villas,200,March,34600,173.0,8.33,2066,Sale Pending,-187,13.307
2026-08-17,DVC Resale Market,PLE4579,https://www.dvcresalemarket.com/listings/polynesian/ple4579/,Polynesian Villas,100,April,17500,175.0,8.33,2066,Available,-106,13.553
2026-08-17,DVC Resale Market,PLA4506,https://www.dvcresalemarket.com/listings/polynesian/pla4506/,Polynesian Villas,75,December,13575,181.0,8.33,2066,Available,11,13.228
2026-08-17,The DVC Store,PV200-10-0408-1,https://www.dvcstore.com/resort/polynesian-villas-and-bungalows/pv200-10-0408-1/,Polynesian Villas,200,October,32000,160.0,8.3334,2066,Sold,-400,13.448
2026-08-17,The DVC Store,PV050-08-0724,https://www.dvcstore.com/resort/polynesian-villas-and-bungalows/pv050-08-0724/,Polynesian Villas,50,August,9000,180.0,8.3334,2066,Sold,-50,13.819
2026-08-17,The DVC Store,PV300-02-0722,https://www.dvcstore.com/resort/polynesian-villas-and-bungalows/pv300-02-0722/,Polynesian Villas,300,February,50400,168.0,8.3334,2066,Sale Pending,0,12.664
2026-08-17,The DVC Store,PV500-10-0528,https://www.dvcstore.com/resort/polynesian-villas-and-bungalows/pv500-10-0528/,Polynesian Villas,500,October,81500,163.0,8.3334,2066,Available,-838,13.306
2026-08-17,The DVC Store,PV150-09-0716,https://www.dvcstore.com/resort/polynesian-villas-and-bungalows/pv150-09-0716/,Polynesian Villas,150,September,24600,164.0,8.3334,2066,Sold,-174,13.19
2026-08-17,DVC Sales,1109,https://dvcsales.com/dvc-resale/polynesian/25-points/1109,Polynesian Villas,25,,4875,195.0,,2066,Unverified,0,
2026-08-17,DVC Sales,1314,https://dvcsales.com/dvc-resale/polynesian/150-points/1314,Polynesian Villas,150,,24900,166.0,,2066,Unverified,0,
2026-08-17,DVC Sales,1329,https://dvcsales.com/dvc-resale/polynesian/160-points/1329,Polynesian Villas,160,,27520,172.0,,2066,Unverified,0,
2026-08-17,DVC Sales,1409,https://dvcsales.com/dvc-resale/polynesian/100-points/1409,Polynesian Villas,100,,16500,165.0,,2066,Unverified,0,
2026-08-17,DVC Resale Market,RRA2319,https://www.dvcresalemarket.com/listings/rivieraresort/rra2319/,Riviera Resort,250,February,30500,122.0,9.46,2070,Available,-250,12.808
2026-08-17,DVC Resale Market,RR62320,https://www.dvcresalemarket.com/listings/rivieraresort/rr62320/,Riviera Resort,200,June,22600,113.0,9.46,2070,Available,-399,13.052
2026-08-17,DVC Resale Market,RR32301,https://www.dvcresalemarket.com/listings/rivieraresort/rr32301/,Riviera Resort,300,August,32400,108.0,9.46,2070,Sale Pending,-277,12.436
2026-08-17,DVC Resale Market,RR32304,https://www.dvcresalemarket.com/listings/rivieraresort/rr32304/,Riviera Resort,175,December,20650,118.0,9.46,2070,Available,-1,12.327
2026-08-17,DVC Resale Market,RRB2303,https://www.dvcresalemarket.com/listings/rivieraresort/rrb2303/,Riviera Resort,500,August,55500,111.0,9.46,2070,Sale Pending,0,12.069
2026-08-17,DVC Resale Market,RR32309,https://www.dvcresalemarket.com/listings/rivieraresort/rr32309/,Riviera Resort,50,March,7000,140.0,9.46,2070,Available,-100,14.05
2026-08-17,DVC Resale Market,RR92310,https://www.dvcresalemarket.com/listings/rivieraresort/rr92310/,Riviera Resort,150,December,20850,139.0,9.46,2070,Sale Pending,148,12.407
2026-08-17,DVC Resale Market,RRA1204,https://www.dvcresalemarket.com/listings/rivieraresort/rra1204/,Riviera Resort,150,December,19500,130.0,9.46,2070,Available,-145,13.044
2026-08-17,DVC Resale Market,RRC2306,https://www.dvcresalemarket.com/listings/rivieraresort/rrc2306/,Riviera Resort,100,December,13600,136.0,9.46,2070,Sale Pending,0,12.853
2026-08-17,DVC Resale Market,RRC2307,https://www.dvcresalemarket.com/listings/rivieraresort/rrc2307/,Riviera Resort,200,December,27200,136.0,9.46,2070,Sale Pending,0,12.722
2026-08-17,DVC Resale Market,RR82305,https://www.dvcresalemarket.com/listings/rivieraresort/rr82305/,Riviera Resort,405,June,47385,117.0,9.46,2070,Available,-810,13.083
2026-08-17,DVC Resale Market,RRB2302,https://www.dvcresalemarket.com/listings/rivieraresort/rrb2302/,Riviera Resort,500,August,52000,104.0,9.46,2070,Available,-448,12.295
2026-08-17,The DVC Store,RV300-08-0819,https://www.dvcstore.com/resort/riviera/rv300-08-0819/,Riviera Resort,300,August,33000,110.0,9.4553,2070,Sold,0,12.056
2026-08-17,The DVC Store,RV175-12-0617,https://www.dvcstore.com/resort/riviera/rv175-12-0617/,Riviera Resort,175,December,24500,140.0,9.4553,2070,Available,350,11.934
2026-08-17,The DVC Store,RV300-03-0603,https://www.dvcstore.com/resort/riviera/rv300-03-0603/,Riviera Resort,300,March,34500,115.0,9.4553,2070,Sold,-104,12.321
2026-08-17,The DVC Store,RV200-06-0324,https://www.dvcstore.com/resort/riviera/rv200-06-0324/,Riviera Resort,200,June,26000,130.0,9.4553,2070,Available,-400,13.415
2026-08-17,The DVC Store,RV500-02-0722,https://www.dvcstore.com/resort/riviera/rv500-02-0722/,Riviera Resort,500,February,59000,118.0,9.4553,2070,Sold,0,12.212
2026-08-17,The DVC Store,RV200-09-0708,https://www.dvcstore.com/resort/riviera/rv200-09-0708/,Riviera Resort,200,September,26000,130.0,9.4553,2070,Sold,-4,12.56
2026-08-17,The DVC Store,RV600-08-0417,https://www.dvcstore.com/resort/riviera/rv600-08-0417/,Riviera Resort,600,August,66000,110.0,9.4553,2070,Sale Pending,0,12.023
2026-08-17,DVC Sales,1239,https://dvcsales.com/dvc-resale/riviera/200-points/1239,Riviera Resort,200,,25000,125.0,,2070,Unverified,0,
2026-08-17,DVC Sales,1352,https://dvcsales.com/dvc-resale/riviera/100-points/1352,Riviera Resort,100,,17000,170.0,,2070,Unverified,0,
2026-08-17,DVC Sales,1426,https://dvcsales.com/dvc-resale/riviera/150-points/1426,Riviera Resort,150,,18450,123.0,,2070,Unverified,0,
2026-08-17,DVC Resale Market,SS88451,https://www.dvcresalemarket.com/listings/saratoga-springs/ss88451/,Saratoga Springs,215,August,22790,106.0,9.19,2054,Sale Pending,0,13.213
2026-08-17,DVC Resale Market,SSB8520,https://www.dvcresalemarket.com/listings/saratoga-springs/ssb8520/,Saratoga Springs,50,December,6150,123.0,9.19,2054,Available,0,14.425
2026-08-17,DVC Resale Market,SSB8519,https://www.dvcresalemarket.com/listings/saratoga-springs/ssb8519/,Saratoga Springs,50,December,6150,123.0,9.19,2054,Available,0,14.425
2026-08-17,DVC Resale Market,SS28466,https://www.dvcresalemarket.com/listings/saratoga-springs/ss28466/,Saratoga Springs,360,September,35640,99.0,9.19,2054,Offer Accepted,-354,13.559
2026-08-17,DVC Resale Market,SS38463,https://www.dvcresalemarket.com/listings/saratoga-springs/ss38463/,Saratoga Springs,160,December,19680,123.0,9.19,2054,Offer Accepted,160,13.217
2026-08-17,DVC Resale Market,SSE8517,https://www.dvcresalemarket.com/listings/saratoga-springs/sse8517/,Saratoga Springs,200,October,18600,93.0,9.19,2054,Offer Accepted,-400,14.117
2026-08-17,DVC Resale Market,SS98250,https://www.dvcresalemarket.com/listings/saratoga-springs/ss98250/,Saratoga Springs,225,April,23625,105.0,9.19,2054,Offer Accepted,-225,13.847
2026-08-17,DVC Resale Market,SSF8484,https://www.dvcresalemarket.com/listings/saratoga-springs/ssf8484/,Saratoga Springs,200,December,19000,95.0,9.19,2054,Offer Accepted,-200,13.511
2026-08-17,DVC Resale Market,SSE8515,https://www.dvcresalemarket.com/listings/saratoga-springs/sse8515/,Saratoga Springs,100,October,9900,99.0,9.19,2054,Offer Accepted,-200,14.525
2026-08-17,DVC Resale Market,SSF8457,https://www.dvcresalemarket.com/listings/saratoga-springs/ssf8457/,Saratoga Springs,180,February,18180,101.0,9.19,2054,Sale Pending,-138,13.593
2026-08-17,DVC Resale Market,SSE8328,https://www.dvcresalemarket.com/listings/saratoga-springs/sse8328/,Saratoga Springs,450,February,43200,96.0,9.19,2054,Sale Pending,-409,13.374
2026-08-17,DVC Resale Market,SS38502,https://www.dvcresalemarket.com/listings/saratoga-springs/ss38502/,Saratoga Springs,160,September,17440,109.0,9.19,2054,Available,-65,13.666
2026-08-17,DVC Resale Market,SS88417,https://www.dvcresalemarket.com/listings/saratoga-springs/ss88417/,Saratoga Springs,115,December,14260,124.0,9.19,2054,Sale Pending,46,13.763
2026-08-17,DVC Resale Market,SS88432,https://www.dvcresalemarket.com/listings/saratoga-springs/ss88432/,Saratoga Springs,150,March,15750,105.0,9.19,2054,Sale Pending,-292,14.582
2026-08-17,DVC Resale Market,SSE8516,https://www.dvcresalemarket.com/listings/saratoga-springs/sse8516/,Saratoga Springs,100,October,10200,102.0,9.19,2054,Available,-152,14.318
2026-08-17,DVC Resale Market,SS78472,https://www.dvcresalemarket.com/listings/saratoga-springs/ss78472/,Saratoga Springs,150,September,15300,102.0,9.19,2054,Available,-296,14.493
2026-08-17,DVC Resale Market,SSC8511,https://www.dvcresalemarket.com/listings/saratoga-springs/ssc8511/,Saratoga Springs,150,December,15150,101.0,9.19,2054,Available,-150,13.797
2026-08-17,DVC Resale Market,SSC8510,https://www.dvcresalemarket.com/listings/saratoga-springs/ssc8510/,Saratoga Springs,210,December,22260,106.0,9.19,2054,Available,-27,13.306
2026-08-17,DVC Resale Market,SSE8509,https://www.dvcresalemarket.com/listings/saratoga-springs/sse8509/,Saratoga Springs,160,December,18560,116.0,9.19,2054,Available,160,12.964
2026-08-17,DVC Resale Market,SSE8389,https://www.dvcresalemarket.com/listings/saratoga-springs/sse8389/,Saratoga Springs,160,December,18560,116.0,9.19,2054,Available,160,12.964
2026-08-17,DVC Resale Market,SS28514,https://www.dvcresalemarket.com/listings/saratoga-springs/ss28514/,Saratoga Springs,50,December,5950,119.0,9.19,2054,Available,-50,14.946
2026-08-17,DVC Resale Market,SS28512,https://www.dvcresalemarket.com/listings/saratoga-springs/ss28512/,Saratoga Springs,100,December,11400,114.0,9.19,2054,Available,-100,14.4
2026-08-17,DVC Resale Market,SS88455,https://www.dvcresalemarket.com/listings/saratoga-springs/ss88455/,Saratoga Springs,160,June,20160,126.0,9.19,2054,Sale Pending,160,13.326
2026-08-17,DVC Resale Market,SSA8507,https://www.dvcresalemarket.com/listings/saratoga-springs/ssa8507/,Saratoga Springs,60,September,7980,133.0,9.19,2054,Available,0,14.654
2026-08-17,DVC Resale Market,SS98508,https://www.dvcresalemarket.com/listings/saratoga-springs/ss98508/,Saratoga Springs,150,December,18000,120.0,9.19,2054,Available,0,13.806
2026-08-17,DVC Resale Market,SSA8497,https://www.dvcresalemarket.com/listings/saratoga-springs/ssa8497/,Saratoga Springs,160,September,18400,115.0,9.19,2054,Available,-67,13.891
2026-08-17,DVC Resale Market,SSC8493,https://www.dvcresalemarket.com/listings/saratoga-springs/ssc8493/,Saratoga Springs,220,August,21560,98.0,9.19,2054,Sale Pending,-268,13.747
2026-08-17,DVC Resale Market,SS28348,https://www.dvcresalemarket.com/listings/saratoga-springs/ss28348/,Saratoga Springs,160,December,16800,105.0,9.19,2054,Offer Accepted,-160,13.924
2026-08-17,DVC Resale Market,SSF8200,https://www.dvcresalemarket.com/listings/saratoga-springs/ssf8200/,Saratoga Springs,160,October,17600,110.0,9.19,2054,Available,-121,13.94
2026-08-17,DVC Resale Market,SS88501,https://www.dvcresalemarket.com/listings/saratoga-springs/ss88501/,Saratoga Springs,150,September,16200,108.0,9.19,2054,Available,0,13.373
2026-08-17,DVC Resale Market,SS88504,https://www.dvcresalemarket.com/listings/saratoga-springs/ss88504/,Saratoga Springs,130,September,14300,110.0,9.19,2054,Available,0,13.486
2026-08-17,DVC Resale Market,SS88458,https://www.dvcresalemarket.com/listings/saratoga-springs/ss88458/,Saratoga Springs,115,August,12535,109.0,9.19,2054,Sale Pending,0,13.489
2026-08-17,DVC Resale Market,SS88491,https://www.dvcresalemarket.com/listings/saratoga-springs/ss88491/,Saratoga Springs,160,February,18080,113.0,9.19,2054,Sale Pending,-91,13.922
2026-08-17,DVC Resale Market,SSE8205,https://www.dvcresalemarket.com/listings/saratoga-springs/sse8205/,Saratoga Springs,160,April,18080,113.0,9.19,2054,Available,0,13.536
2026-08-17,DVC Resale Market,SS98503,https://www.dvcresalemarket.com/listings/saratoga-springs/ss98503/,Saratoga Springs,200,December,23800,119.0,9.19,2054,Sale Pending,200,13.018
2026-08-17,DVC Resale Market,SS78468,https://www.dvcresalemarket.com/listings/saratoga-springs/ss78468/,Saratoga Springs,25,March,3250,130.0,9.19,2054,Sale Pending,0,15.431
2026-08-17,DVC Resale Market,SSG6351,https://www.dvcresalemarket.com/listings/saratoga-springs/ssg6351/,Saratoga Springs,100,December,11000,110.0,9.19,2054,Sale Pending,0,13.579
2026-08-17,DVC Resale Market,SSB8430,https://www.dvcresalemarket.com/listings/saratoga-springs/ssb8430/,Saratoga Springs,200,June,22000,110.0,9.19,2054,Sale Pending,0,13.374
2026-08-17,DVC Resale Market,SSE8479,https://www.dvcresalemarket.com/listings/saratoga-springs/sse8479/,Saratoga Springs,300,June,27000,90.0,9.19,2054,Sale Pending,-573,13.88
2026-08-17,DVC Resale Market,SS88488,https://www.dvcresalemarket.com/listings/saratoga-springs/ss88488/,Saratoga Springs,150,October,18000,120.0,9.19,2054,Sale Pending,0,13.806
2026-08-17,DVC Resale Market,SS98403,https://www.dvcresalemarket.com/listings/saratoga-springs/ss98403/,Saratoga Springs,200,April,21400,107.0,9.19,2054,Sale Pending,0,13.265
2026-08-17,DVC Resale Market,SSB8462,https://www.dvcresalemarket.com/listings/saratoga-springs/ssb8462/,Saratoga Springs,132,October,14256,108.0,9.19,2054,Available,17,13.322
2026-08-17,DVC Resale Market,SS78398,https://www.dvcresalemarket.com/listings/saratoga-springs/ss78398/,Saratoga Springs,50,December,6000,120.0,9.19,2054,Available,-50,14.996
2026-08-17,DVC Resale Market,SS88371,https://www.dvcresalemarket.com/listings/saratoga-springs/ss88371/,Saratoga Springs,200,March,21000,105.0,9.19,2054,Sale Pending,0,13.193
2026-08-17,DVC Resale Market,SSG8498,https://www.dvcresalemarket.com/listings/saratoga-springs/ssg8498/,Saratoga Springs,150,December,17250,115.0,9.19,2054,Available,-178,14.431
2026-08-17,DVC Resale Market,SSE8496,https://www.dvcresalemarket.com/listings/saratoga-springs/sse8496/,Saratoga Springs,225,December,25875,115.0,9.19,2054,Sale Pending,211,12.894
2026-08-17,DVC Resale Market,SS78317,https://www.dvcresalemarket.com/listings/saratoga-springs/ss78317/,Saratoga Springs,316,September,34444,109.0,9.19,2054,Available,-316,13.949
2026-08-17,DVC Resale Market,SSF8485,https://www.dvcresalemarket.com/listings/saratoga-springs/ssf8485/,Saratoga Springs,120,September,15360,128.0,9.19,2054,Sale Pending,104,13.575
2026-08-17,DVC Resale Market,SSC8489,https://www.dvcresalemarket.com/listings/saratoga-springs/ssc8489/,Saratoga Springs,50,October,6350,127.0,9.19,2054,Available,-49,15.233
2026-08-17,DVC Resale Market,SS88490,https://www.dvcresalemarket.com/listings/saratoga-springs/ss88490/,Saratoga Springs,75,March,9675,129.0,9.19,2054,Available,0,14.387
2026-08-17,DVC Resale Market,SSE8305,https://www.dvcresalemarket.com/listings/saratoga-springs/sse8305/,Saratoga Springs,125,December,14500,116.0,9.19,2054,Sale Pending,125,13.037
2026-08-17,DVC Resale Market,SSB8453,https://www.dvcresalemarket.com/listings/saratoga-springs/ssb8453/,Saratoga Springs,160,October,18400,115.0,9.19,2054,Sale Pending,29,13.484
2026-08-17,DVC Resale Market,SS28494,https://www.dvcresalemarket.com/listings/saratoga-springs/ss28494/,Saratoga Springs,25,August,3550,142.0,9.19,2054,Available,-25,16.539
2026-08-17,DVC Resale Market,SS88475,https://www.dvcresalemarket.com/listings/saratoga-springs/ss88475/,Saratoga Springs,100,June,11600,116.0,9.19,2054,Available,-93,14.424
2026-08-17,DVC Resale Market,SS28342,https://www.dvcresalemarket.com/listings/saratoga-springs/ss28342/,Saratoga Springs,225,February,21600,96.0,9.19,2054,Sale Pending,-225,13.522
2026-08-17,DVC Resale Market,SSE8476,https://www.dvcresalemarket.com/listings/saratoga-springs/sse8476/,Saratoga Springs,175,December,19950,114.0,9.19,2054,Available,175,12.868
2026-08-17,DVC Resale Market,SS98400,https://www.dvcresalemarket.com/listings/saratoga-springs/ss98400/,Saratoga Springs,200,September,21400,107.0,9.19,2054,Sale Pending,119,12.861
2026-08-17,DVC Resale Market,SSB7974,https://www.dvcresalemarket.com/listings/saratoga-springs/ssb7974/,Saratoga Springs,100,December,12600,126.0,9.19,2054,Sale Pending,92,13.533
2026-08-17,DVC Resale Market,SS98461,https://www.dvcresalemarket.com/listings/saratoga-springs/ss98461/,Saratoga Springs,200,December,22000,110.0,9.19,2054,Sale Pending,200,12.695
2026-08-17,DVC Resale Market,SS38477,https://www.dvcresalemarket.com/listings/saratoga-springs/ss38477/,Saratoga Springs,130,December,14300,110.0,9.19,2054,Sale Pending,-130,14.165
2026-08-17,DVC Resale Market,SSB8374,https://www.dvcresalemarket.com/listings/saratoga-springs/ssb8374/,Saratoga Springs,275,April,27500,100.0,9.19,2054,Available,-548,14.31
2026-08-17,DVC Resale Market,SS27980,https://www.dvcresalemarket.com/listings/saratoga-springs/ss27980/,Saratoga Springs,30,December,3660,122.0,9.19,2054,Sale Pending,-19,15.309
2026-08-17,DVC Resale Market,SSB8474,https://www.dvcresalemarket.com/listings/saratoga-springs/ssb8474/,Saratoga Springs,125,August,13500,108.0,9.19,2054,Sale Pending,-5,13.454
2026-08-17,DVC Resale Market,SSB7783,https://www.dvcresalemarket.com/listings/saratoga-springs/ssb7783/,Saratoga Springs,200,December,20800,104.0,9.19,2054,Available,-160,13.699
2026-08-17,DVC Resale Market,SSB8363,https://www.dvcresalemarket.com/listings/saratoga-springs/ssb8363/,Saratoga Springs,250,December,25750,103.0,9.19,2054,Available,-248,13.752
2026-08-17,DVC Resale Market,SSC8447,https://www.dvcresalemarket.com/listings/saratoga-springs/ssc8447/,Saratoga Springs,160,September,17600,110.0,9.19,2054,Available,-119,13.931
2026-08-17,DVC Resale Market,SSB8443,https://www.dvcresalemarket.com/listings/saratoga-springs/ssb8443/,Saratoga Springs,210,February,21000,100.0,9.19,2054,Available,-418,14.353
2026-08-17,DVC Resale Market,SS28339,https://www.dvcresalemarket.com/listings/saratoga-springs/ss28339/,Saratoga Springs,200,December,19200,96.0,9.19,2054,Available,-200,13.547
2026-08-17,DVC Resale Market,SS38409,https://www.dvcresalemarket.com/listings/saratoga-springs/ss38409/,Saratoga Springs,200,February,21000,105.0,9.19,2054,Available,-49,13.36
2026-08-17,The DVC Store,SS160-06-1215,https://www.dvcstore.com/resort/saratoga-springs/ss160-06-1215/,Saratoga Springs,160,June,15360,96.0,9.1877,2054,Sold,102,12.436
2026-08-17,The DVC Store,SS150-09-1126,https://www.dvcstore.com/resort/saratoga-springs/ss150-09-1126/,Saratoga Springs,150,September,15000,100.0,9.1877,2054,Sold,0,13.028
2026-08-17,The DVC Store,SS180-09-1013,https://www.dvcstore.com/resort/saratoga-springs/ss180-09-1013/,Saratoga Springs,180,September,17280,96.0,9.1877,2054,Sold,2,12.835
2026-08-17,The DVC Store,SS500-02-1021,https://www.dvcstore.com/resort/saratoga-springs/ss500-02-1021/,Saratoga Springs,500,February,44000,88.0,9.1877,2054,Sold,0,12.436
2026-08-17,The DVC Store,SS160-12-1028-1,https://www.dvcstore.com/resort/saratoga-springs/ss160-12-1028-1/,Saratoga Springs,160,December,15680,98.0,9.1877,2054,Sold,0,12.941
2026-08-17,The DVC Store,SS250-12-0127,https://www.dvcstore.com/resort/saratoga-springs/ss250-12-0127/,Saratoga Springs,250,December,24000,96.0,9.1877,2054,Sale Pending,0,12.791
2026-08-17,The DVC Store,SS160-09-0421,https://www.dvcstore.com/resort/saratoga-springs/ss160-09-0421/,Saratoga Springs,160,September,15520,97.0,9.1877,2054,Sold,6,12.879
2026-08-17,The DVC Store,SS160-12-0518,https://www.dvcstore.com/resort/saratoga-springs/ss160-12-0518-2/,Saratoga Springs,160,December,14400,90.0,9.1877,2054,Available,-160,13.323
2026-08-17,The DVC Store,SS200-12-0518,https://www.dvcstore.com/resort/saratoga-springs/ss200-12-0518/,Saratoga Springs,200,December,18200,91.0,9.1877,2054,Available,-200,13.321
2026-08-17,The DVC Store,SS150-02-0520,https://www.dvcstore.com/resort/saratoga-springs/ss150-02-0520/,Saratoga Springs,150,February,14400,96.0,9.1877,2054,Sold,0,12.885
