date,broker,listing_id,url,resort,points,use_year,price,price_per_point,dues_per_point,deed_year,status,point_delta,cost_per_point_year
2026-08-19,DVC Resale Market,PLB4503,https://www.dvcresalemarket.com/listings/polynesian/plb4503/,Polynesian Villas,50,December,8700,174.0,8.33,2066,Sale Pending,0,13.29
2026-08-19,DVC Resale Market,AUC3491,https://www.dvcresalemarket.com/listings/aulani/auc3491/,Aulani,100,December,11000,110.0,10.96,2062,Offer Accepted,86,14.001
2026-08-19,DVC Resale Market,GF03299,https://www.dvcresalemarket.com/listings/grand-floridian/gf03299/,Grand Floridian Villas,50,August,9000,180.0,8.31,2064,Available,-34,14.039
2026-08-19,DVC Resale Market,GF03304,https://www.dvcresalemarket.com/listings/grand-floridian/gf03304/,Grand Floridian Villas,50,August,9300,186.0,8.31,2064,Available,-44,14.297
2026-08-19,DVC Resale Market,DH31117,https://www.dvcresalemarket.com/listings/disneyland-hotel/dh31117/,Villas at Disneyland Hotel,150,August,23850,159.0,10.54,2073,Offer Accepted,35,13.999
2026-08-19,DVC Resale Market,GCB1853,https://www.dvcresalemarket.com/listings/grand-californian/gcb1853/,Grand Californian Villas,200,August,50400,252.0,9.52,2060,Available,-175,17.601
2026-08-19,DVC Resale Market,OK34989,https://www.dvcresalemarket.com/listings/old-key-west/ok34989/,Old Key West,150,September,15450,103.0,11.21,2042,Available,0,18.21
2026-08-19,DVC Resale Market,GFF3313,https://www.dvcresalemarket.com/listings/grand-floridian/gff3313/,Grand Floridian Villas,85,August,15300,180.0,8.31,2064,Available,-85,13.964
2026-08-19,DVC Resale Market,SS28466,https://www.dvcresalemarket.com/listings/saratoga-springs/ss28466/,Saratoga Springs,360,September,35640,99.0,9.19,2054,Offer Accepted,-354,13.559
2026-08-19,DVC Resale Market,PL34591,https://www.dvcresalemarket.com/listings/polynesian/pl34591/,Polynesian Villas,200,December,34000,170.0,8.33,2066,Available,-200,13.262
2026-08-19,DVC Resale Market,BL23732,https://www.dvcresalemarket.com/listings/bay-lake-tower/bl23732/,Bay Lake Tower,100,August,13500,135.0,8.74,2060,Offer Accepted,-100,13.66
2026-08-19,DVC Resale Market,AKC6330,https://www.dvcresalemarket.com/listings/animal-kingdom-lodge/akc6330/,Animal Kingdom Villas,220,June,23980,109.0,10.16,2057,Offer Accepted,0,13.887
2026-08-19,DVC Resale Market,BLF3704,https://www.dvcresalemarket.com/listings/bay-lake-tower/blf3704/,Bay Lake Tower,75,June,10275,137.0,8.74,2060,Sale Pending,-82,13.878
2026-08-19,DVC Resale Market,AKE6390,https://www.dvcresalemarket.com/listings/animal-kingdom-lodge/ake6390/,Animal Kingdom Villas,160,June,17600,110.0,10.16,2057,Offer Accepted,-164,14.615
2026-08-19,DVC Resale Market,HH31777,https://www.dvcresalemarket.com/listings/hilton-head/hh31777/,Hilton Head Island,100,June,6900,69.0,12.86,2042,Sale Pending,0,17.933
2026-08-19,DVC Resale Market,BCA2553,https://www.dvcresalemarket.com/listings/beach-club/bca2553/,Beach Club Villas,170,February,25160,148.0,9.81,2042,Available,-114,20.396
2026-08-19,DVC Resale Market,BWE3399,https://www.dvcresalemarket.com/listings/boardwalk/bwe3399/,BoardWalk Villas,100,October,12400,124.0,9.67,2042,Sale Pending,-100,19.426
2026-08-19,DVC Resale Market,GF03315,https://www.dvcresalemarket.com/listings/grand-floridian/gf03315/,Grand Floridian Villas,150,August,25800,172.0,8.31,2064,Available,-112,13.467
2026-08-19,DVC Resale Market,AK96381,https://www.dvcresalemarket.com/listings/animal-kingdom-lodge/ak96381/,Animal Kingdom Villas,200,December,23000,115.0,10.16,2057,Available,10,14.071
2026-08-19,DVC Resale Market,PL84595,https://www.dvcresalemarket.com/listings/polynesian/pl84595/,Polynesian Villas,110,December,18590,169.0,8.33,2066,Offer Accepted,2,12.862
2026-08-19,DVC Resale Market,CCA2982,https://www.dvcresalemarket.com/listings/copper-creek/cca2982/,Copper Creek Villas,185,December,29600,160.0,9.02,2068,Available,78,12.838
2026-08-19,DVC Resale Market,BL33705,https://www.dvcresalemarket.com/listings/bay-lake-tower/bl33705/,Bay Lake Tower,200,September,29800,149.0,8.74,2060,Sale Pending,200,12.791
2026-08-19,DVC Resale Market,CC62983,https://www.dvcresalemarket.com/listings/copper-creek/cc62983/,Copper Creek Villas,100,March,14900,149.0,9.02,2068,Available,-31,13.027
2026-08-19,DVC Resale Market,AUB3497,https://www.dvcresalemarket.com/listings/aulani/aub3497/,Aulani,200,June,19600,98.0,10.96,2062,Offer Accepted,-7,13.92
2026-08-19,DVC Resale Market,GF23278,https://www.dvcresalemarket.com/listings/grand-floridian/gf23278/,Grand Floridian Villas,58,December,10092,174.0,8.31,2064,Available,0,13.465
2026-08-19,DVC Resale Market,BL83546,https://www.dvcresalemarket.com/listings/bay-lake-tower/bl83546/,Bay Lake Tower,160,October,22880,143.0,8.74,2060,Offer Accepted,160,12.65
2026-08-19,DVC Resale Market,AKB6252,https://www.dvcresalemarket.com/listings/animal-kingdom-lodge/akb6252/,Animal Kingdom Villas,160,December,20320,127.0,10.16,2057,Available,160,13.9
2026-08-19,DVC Resale Market,SSE8517,https://www.dvcresalemarket.com/listings/saratoga-springs/sse8517/,Saratoga Springs,200,October,18600,93.0,9.19,2054,Offer Accepted,-400,14.117
2026-08-19,DVC Resale Market,BLB3720,https://www.dvcresalemarket.com/listings/bay-lake-tower/blb3720/,Bay Lake Tower,108,December,15120,140.0,8.74,2060,Available,-10,13.277
2026-08-19,DVC Resale Market,BRB1915,https://www.dvcresalemarket.com/listings/wilderness-lodge/brb1915/,Boulder Ridge Villas,100,December,11400,114.0,9.77,2042,Available,-51,18.306
2026-08-19,DVC Resale Market,SSF8484,https://www.dvcresalemarket.com/listings/saratoga-springs/ssf8484/,Saratoga Springs,200,December,19000,95.0,9.19,2054,Offer Accepted,-200,13.511
2026-08-19,DVC Resale Market,BLC3733,https://www.dvcresalemarket.com/listings/bay-lake-tower/blc3733/,Bay Lake Tower,200,September,28000,140.0,8.74,2060,Sale Pending,143,12.683
2026-08-19,DVC Resale Market,SSE8515,https://www.dvcresalemarket.com/listings/saratoga-springs/sse8515/,Saratoga Springs,100,October,9900,99.0,9.19,2054,Offer Accepted,-200,14.525
2026-08-19,DVC Resale Market,BC22499,https://www.dvcresalemarket.com/listings/beach-club/bc22499/,Beach Club Villas,230,April,31050,135.0,9.81,2042,Sale Pending,-220,19.818
2026-08-19,DVC Resale Market,OKE4964,https://www.dvcresalemarket.com/listings/old-key-west/oke4964/,Old Key West,350,September,30100,86.0,11.21,2042,Available,-1,16.87
2026-08-19,DVC Resale Market,CCE2984,https://www.dvcresalemarket.com/listings/copper-creek/cce2984/,Copper Creek Villas,150,December,20700,138.0,9.02,2068,Sale Pending,0,12.529
2026-08-19,DVC Resale Market,SSF8457,https://www.dvcresalemarket.com/listings/saratoga-springs/ssf8457/,Saratoga Springs,180,February,18180,101.0,9.19,2054,Sale Pending,-138,13.593
2026-08-19,DVC Resale Market,CCA2980,https://www.dvcresalemarket.com/listings/copper-creek/cca2980/,Copper Creek Villas,130,March,19370,149.0,9.02,2068,Sale Pending,-33,12.939
2026-08-19,DVC Resale Market,BR21918,https://www.dvcresalemarket.com/listings/wilderness-lodge/br21918/,Boulder Ridge Villas,30,September,3720,124.0,9.77,2042,Sale Pending,-26,20.88
2026-08-19,DVC Resale Market,PLA4344,https://www.dvcresalemarket.com/listings/polynesian/pla4344/,Polynesian Villas,50,December,9000,180.0,8.33,2066,Sale Pending,0,13.45
2026-08-19,DVC Resale Market,GC21852,https://www.dvcresalemarket.com/listings/grand-californian/gc21852/,Grand Californian Villas,100,August,26000,260.0,9.52,2060,Offer Accepted,21,17.403
2026-08-19,DVC Resale Market,OKB4979,https://www.dvcresalemarket.com/listings/old-key-west/okb4979/,Old Key West,230,December,24840,108.0,11.21,2057,Available,-228,15.505
2026-08-19,DVC Resale Market,BCB2490,https://www.dvcresalemarket.com/listings/beach-club/bcb2490/,Beach Club Villas,200,March,25000,125.0,9.81,2042,Sale Pending,-399,20.451
2026-08-19,DVC Resale Market,VBE2589,https://www.dvcresalemarket.com/listings/vero-beach/vbe2589/,Vero Beach,50,August,4350,87.0,14.89,2042,Sale Pending,11,21.49
2026-08-19,DVC Resale Market,PL34582,https://www.dvcresalemarket.com/listings/polynesian/pl34582/,Polynesian Villas,150,June,26250,175.0,8.33,2066,Sale Pending,-150,13.428
2026-08-19,DVC Resale Market,VB82585,https://www.dvcresalemarket.com/listings/vero-beach/vb82585/,Vero Beach,150,June,8700,58.0,14.89,2042,Available,0,19.023
2026-08-19,DVC Resale Market,BL83694,https://www.dvcresalemarket.com/listings/bay-lake-tower/bl83694/,Bay Lake Tower,100,June,14400,144.0,8.74,2060,Available,52,13.079
2026-08-19,DVC Resale Market,AU63499,https://www.dvcresalemarket.com/listings/aulani/au63499/,Aulani,115,March,12075,105.0,10.96,2062,Available,-115,14.786
2026-08-19,DVC Resale Market,AKF6376,https://www.dvcresalemarket.com/listings/animal-kingdom-lodge/akf6376/,Animal Kingdom Villas,180,March,20880,116.0,10.16,2057,Available,-10,14.188
2026-08-19,DVC Resale Market,GC91849,https://www.dvcresalemarket.com/listings/grand-californian/gc91849/,Grand Californian Villas,75,February,21000,280.0,9.52,2060,Offer Accepted,-5,18.262
2026-08-19,DVC Resale Market,SSE8328,https://www.dvcresalemarket.com/listings/saratoga-springs/sse8328/,Saratoga Springs,450,February,43200,96.0,9.19,2054,Sale Pending,-409,13.374
2026-08-19,DVC Resale Market,SS38502,https://www.dvcresalemarket.com/listings/saratoga-springs/ss38502/,Saratoga Springs,160,September,17440,109.0,9.19,2054,Available,-65,13.666
2026-08-19,DVC Resale Market,BC32550,https://www.dvcresalemarket.com/listings/beach-club/bc32550/,Beach Club Villas,150,April,21750,145.0,9.81,2042,Available,-213,21.15
2026-08-19,DVC Resale Market,SS88417,https://www.dvcresalemarket.com/listings/saratoga-springs/ss88417/,Saratoga Springs,115,December,14260,124.0,9.19,2054,Sale Pending,46,13.763
2026-08-19,DVC Resale Market,OK94986,https://www.dvcresalemarket.com/listings/old-key-west/ok94986/,Old Key West,230,October,22540,98.0,11.21,2042,Available,-180,18.653
2026-08-19,DVC Resale Market,SS88432,https://www.dvcresalemarket.com/listings/saratoga-springs/ss88432/,Saratoga Springs,150,March,15750,105.0,9.19,2054,Sale Pending,-292,14.582
2026-08-19,DVC Resale Market,AKE6391,https://www.dvcresalemarket.com/listings/animal-kingdom-lodge/ake6391/,Animal Kingdom Villas,160,December,17600,110.0,10.16,2057,Available,-319,15.208
2026-08-19,DVC Resale Market,AKC6269,https://www.dvcresalemarket.com/listings/animal-kingdom-lodge/akc6269/,Animal Kingdom Villas,250,August,27750,111.0,10.16,2057,Sale Pending,0,13.935
2026-08-19,DVC Resale Market,BLA3725,https://www.dvcresalemarket.com/listings/bay-lake-tower/bla3725/,Bay Lake Tower,160,February,22400,140.0,8.74,2060,Sale Pending,-320,14.238
2026-08-19,DVC Resale Market,GCB1845,https://www.dvcresalemarket.com/listings/grand-californian/gcb1845/,Grand Californian Villas,200,June,51800,259.0,9.52,2060,Available,0,17.318
2026-08-19,DVC Resale Market,SSE8516,https://www.dvcresalemarket.com/listings/saratoga-springs/sse8516/,Saratoga Springs,100,October,10200,102.0,9.19,2054,Available,-152,14.318
2026-08-19,DVC Resale Market,RR32301,https://www.dvcresalemarket.com/listings/rivieraresort/rr32301/,Riviera Resort,300,August,32400,108.0,9.46,2070,Sale Pending,-277,12.436
2026-08-19,DVC Resale Market,AKA6388,https://www.dvcresalemarket.com/listings/animal-kingdom-lodge/aka6388/,Animal Kingdom Villas,100,August,13300,133.0,10.16,2057,Sale Pending,-2,14.891
2026-08-19,DVC Resale Market,OKA4969,https://www.dvcresalemarket.com/listings/old-key-west/oka4969/,Old Key West,25,October,3250,130.0,11.21,2042,Sale Pending,-40,24.032
2026-08-19,DVC Resale Market,BL73718,https://www.dvcresalemarket.com/listings/bay-lake-tower/bl73718/,Bay Lake Tower,25,March,4075,163.0,8.74,2060,Sale Pending,-11,15.12
2026-08-19,DVC Resale Market,OK24971,https://www.dvcresalemarket.com/listings/old-key-west/ok24971/,Old Key West,30,October,3870,129.0,11.21,2042,Available,-29,22.752
2026-08-19,DVC Resale Market,SS78472,https://www.dvcresalemarket.com/listings/saratoga-springs/ss78472/,Saratoga Springs,150,September,15300,102.0,9.19,2054,Available,-296,14.493
2026-08-19,DVC Resale Market,SSC8511,https://www.dvcresalemarket.com/listings/saratoga-springs/ssc8511/,Saratoga Springs,150,December,15150,101.0,9.19,2054,Available,-150,13.797
2026-08-19,DVC Resale Market,SSC8510,https://www.dvcresalemarket.com/listings/saratoga-springs/ssc8510/,Saratoga Springs,210,December,22260,106.0,9.19,2054,Available,-27,13.306
2026-08-19,DVC Resale Market,VBA2602,https://www.dvcresalemarket.com/listings/vero-beach/vba2602/,Vero Beach,150,March,9450,63.0,14.89,2042,Available,-21,19.51
2026-08-19,DVC Resale Market,OK74976,https://www.dvcresalemarket.com/listings/old-key-west/ok74976/,Old Key West,450,June,48150,107.0,11.21,2057,Available,450,14.178
2026-08-19,DVC Resale Market,OKC4985,https://www.dvcresalemarket.com/listings/old-key-west/okc4985/,Old Key West,270,June,25110,93.0,11.21,2042,Available,2,17.354
2026-08-19,DVC Resale Market,SSE8509,https://www.dvcresalemarket.com/listings/saratoga-springs/sse8509/,Saratoga Springs,160,December,18560,116.0,9.19,2054,Available,160,12.964
2026-08-19,DVC Resale Market,SSE8389,https://www.dvcresalemarket.com/listings/saratoga-springs/sse8389/,Saratoga Springs,160,December,18560,116.0,9.19,2054,Available,160,12.964
2026-08-19,DVC Resale Market,SS28514,https://www.dvcresalemarket.com/listings/saratoga-springs/ss28514/,Saratoga Springs,50,December,5950,119.0,9.19,2054,Available,-50,14.946
2026-08-19,DVC Resale Market,SS28512,https://www.dvcresalemarket.com/listings/saratoga-springs/ss28512/,Saratoga Springs,100,December,11400,114.0,9.19,2054,Available,-100,14.4
2026-08-19,DVC Resale Market,GCG1840,https://www.dvcresalemarket.com/listings/grand-californian/gcg1840/,Grand Californian Villas,160,December,42880,268.0,9.52,2060,Offer Accepted,160,17.067
2026-08-19,DVC Resale Market,BLE3727,https://www.dvcresalemarket.com/listings/bay-lake-tower/ble3727/,Bay Lake Tower,200,February,26000,130.0,8.74,2060,Sale Pending,-400,13.9
2026-08-19,DVC Resale Market,RR32304,https://www.dvcresalemarket.com/listings/rivieraresort/rr32304/,Riviera Resort,175,December,20650,118.0,9.46,2070,Available,-1,12.327
2026-08-19,DVC Resale Market,PL24596,https://www.dvcresalemarket.com/listings/polynesian/pl24596/,Polynesian Villas,125,August,21875,175.0,8.33,2066,Available,-132,13.49
2026-08-19,DVC Resale Market,AKE6346,https://www.dvcresalemarket.com/listings/animal-kingdom-lodge/ake6346/,Animal Kingdom Villas,160,June,17600,110.0,10.16,2057,Sale Pending,-61,14.22
2026-08-19,DVC Resale Market,PLF4558,https://www.dvcresalemarket.com/listings/polynesian/plf4558/,Polynesian Villas,150,October,27000,180.0,8.33,2066,Sale Pending,77,12.838
2026-08-19,DVC Resale Market,OK84981,https://www.dvcresalemarket.com/listings/old-key-west/ok84981/,Old Key West,230,August,22770,99.0,11.21,2042,Available,-142,18.519
2026-08-19,DVC Resale Market,SS88455,https://www.dvcresalemarket.com/listings/saratoga-springs/ss88455/,Saratoga Springs,160,June,20160,126.0,9.19,2054,Sale Pending,160,13.326
2026-08-19,DVC Resale Market,CC32978,https://www.dvcresalemarket.com/listings/copper-creek/cc32978/,Copper Creek Villas,100,December,14900,149.0,9.02,2068,Available,-100,13.339
2026-08-19,DVC Resale Market,OK94948,https://www.dvcresalemarket.com/listings/old-key-west/ok94948/,Old Key West,150,August,15600,104.0,11.21,2042,Available,0,18.272
2026-08-19,DVC Resale Market,RRB2303,https://www.dvcresalemarket.com/listings/rivieraresort/rrb2303/,Riviera Resort,500,August,55500,111.0,9.46,2070,Sale Pending,0,12.069
2026-08-19,DVC Resale Market,GF23311,https://www.dvcresalemarket.com/listings/grand-floridian/gf23311/,Grand Floridian Villas,90,April,14310,159.0,8.31,2064,Available,-269,14.38
2026-08-19,DVC Resale Market,BW23018,https://www.dvcresalemarket.com/listings/boardwalk/bw23018/,BoardWalk Villas,270,June,34290,127.0,9.67,2042,Sale Pending,-270,19.179
2026-08-19,DVC Resale Market,VBE2601,https://www.dvcresalemarket.com/listings/vero-beach/vbe2601/,Vero Beach,500,October,26000,52.0,14.89,2042,Available,-464,19.428
2026-08-19,DVC Resale Market,AUE3494,https://www.dvcresalemarket.com/listings/aulani/aue3494/,Aulani,150,August,15750,105.0,10.96,2062,Available,-114,14.57
2026-08-19,DVC Resale Market,SSA8507,https://www.dvcresalemarket.com/listings/saratoga-springs/ssa8507/,Saratoga Springs,60,September,7980,133.0,9.19,2054,Available,0,14.654
2026-08-19,DVC Resale Market,AK76356,https://www.dvcresalemarket.com/listings/animal-kingdom-lodge/ak76356/,Animal Kingdom Villas,150,March,16800,112.0,10.16,2057,Sale Pending,-28,14.182
2026-08-19,DVC Resale Market,RR32309,https://www.dvcresalemarket.com/listings/rivieraresort/rr32309/,Riviera Resort,50,March,7000,140.0,9.46,2070,Available,-100,14.05
2026-08-19,DVC Resale Market,SS98508,https://www.dvcresalemarket.com/listings/saratoga-springs/ss98508/,Saratoga Springs,150,December,18000,120.0,9.19,2054,Available,0,13.806
2026-08-19,DVC Resale Market,BC22518,https://www.dvcresalemarket.com/listings/beach-club/bc22518/,Beach Club Villas,220,March,26840,122.0,9.81,2042,Sale Pending,-405,20.044
2026-08-19,DVC Resale Market,SSA8497,https://www.dvcresalemarket.com/listings/saratoga-springs/ssa8497/,Saratoga Springs,160,September,18400,115.0,9.19,2054,Available,-67,13.891
2026-08-19,DVC Resale Market,GFA3306,https://www.dvcresalemarket.com/listings/grand-floridian/gfa3306/,Grand Floridian Villas,250,February,42500,170.0,8.31,2064,Sale Pending,-177,13.321
2026-08-19,DVC Resale Market,SSC8493,https://www.dvcresalemarket.com/listings/saratoga-springs/ssc8493/,Saratoga Springs,220,August,21560,98.0,9.19,2054,Sale Pending,-268,13.747
2026-08-19,DVC Resale Market,SS28348,https://www.dvcresalemarket.com/listings/saratoga-springs/ss28348/,Saratoga Springs,160,December,16800,105.0,9.19,2054,Offer Accepted,-160,13.924
2026-08-19,DVC Resale Market,PL24571,https://www.dvcresalemarket.com/listings/polynesian/pl24571/,Polynesian Villas,220,June,35860,163.0,8.33,2066,Sale Pending,-440,13.545
2026-08-19,DVC Resale Market,BW73370,https://www.dvcresalemarket.com/listings/boardwalk/bw73370/,BoardWalk Villas,314,February,36424,116.0,9.67,2042,Sale Pending,-254,18.215
2026-08-19,DVC Resale Market,VB92587,https://www.dvcresalemarket.com/listings/vero-beach/vb92587/,Vero Beach,220,February,12980,59.0,14.89,2042,Available,-81,19.387
2026-08-19,DVC Resale Market,AKE6370,https://www.dvcresalemarket.com/listings/animal-kingdom-lodge/ake6370/,Animal Kingdom Villas,300,June,30900,103.0,10.16,2057,Sale Pending,-300,14.265
2026-08-19,DVC Resale Market,SSF8200,https://www.dvcresalemarket.com/listings/saratoga-springs/ssf8200/,Saratoga Springs,160,October,17600,110.0,9.19,2054,Available,-121,13.94
2026-08-19,DVC Resale Market,BWA3374,https://www.dvcresalemarket.com/listings/boardwalk/bwa3374/,BoardWalk Villas,250,February,32500,130.0,9.67,2042,Available,-250,19.387
2026-08-19,DVC Resale Market,SS88501,https://www.dvcresalemarket.com/listings/saratoga-springs/ss88501/,Saratoga Springs,150,September,16200,108.0,9.19,2054,Available,0,13.373
2026-08-19,DVC Resale Market,SS88504,https://www.dvcresalemarket.com/listings/saratoga-springs/ss88504/,Saratoga Springs,130,September,14300,110.0,9.19,2054,Available,0,13.486
2026-08-19,DVC Resale Market,AKE6280,https://www.dvcresalemarket.com/listings/animal-kingdom-lodge/ake6280/,Animal Kingdom Villas,300,June,30900,103.0,10.16,2057,Sale Pending,-300,14.265
2026-08-19,DVC Resale Market,SS88458,https://www.dvcresalemarket.com/listings/saratoga-springs/ss88458/,Saratoga Springs,115,August,12535,109.0,9.19,2054,Sale Pending,0,13.489
2026-08-19,DVC Resale Market,GF73283,https://www.dvcresalemarket.com/listings/grand-floridian/gf73283/,Grand Floridian Villas,100,April,18000,180.0,8.31,2064,Sale Pending,0,13.412
2026-08-19,DVC Resale Market,BC32549,https://www.dvcresalemarket.com/listings/beach-club/bc32549/,Beach Club Villas,100,December,17000,170.0,9.81,2042,Sale Pending,100,20.109
2026-08-19,DVC Resale Market,AUC3479,https://www.dvcresalemarket.com/listings/aulani/auc3479/,Aulani,200,August,21000,105.0,10.96,2062,Offer Accepted,200,13.568
2026-08-19,DVC Resale Market,GF33305,https://www.dvcresalemarket.com/listings/grand-floridian/gf33305/,Grand Floridian Villas,250,February,39750,159.0,8.31,2064,Sale Pending,-491,13.656
2026-08-19,DVC Resale Market,BW23020,https://www.dvcresalemarket.com/listings/boardwalk/bw23020/,BoardWalk Villas,150,October,19500,130.0,9.67,2042,Available,-134,19.439
2026-08-19,DVC Resale Market,SS88491,https://www.dvcresalemarket.com/listings/saratoga-springs/ss88491/,Saratoga Springs,160,February,18080,113.0,9.19,2054,Sale Pending,-91,13.922
2026-08-19,DVC Resale Market,RR92310,https://www.dvcresalemarket.com/listings/rivieraresort/rr92310/,Riviera Resort,150,December,20850,139.0,9.46,2070,Sale Pending,148,12.407
2026-08-19,DVC Resale Market,BLA3700,https://www.dvcresalemarket.com/listings/bay-lake-tower/bla3700/,Bay Lake Tower,125,April,18125,145.0,8.74,2060,Sale Pending,0,13.332
2026-08-19,DVC Resale Market,SS98503,https://www.dvcresalemarket.com/listings/saratoga-springs/ss98503/,Saratoga Springs,200,December,23800,119.0,9.19,2054,Sale Pending,200,13.018
2026-08-19,DVC Resale Market,AU33473,https://www.dvcresalemarket.com/listings/aulani/au33473/,Aulani,320,December,33280,104.0,10.96,2062,Available,320,13.458
2026-08-19,DVC Resale Market,OK64946,https://www.dvcresalemarket.com/listings/old-key-west/ok64946/,Old Key West,230,June,20700,90.0,11.21,2042,Sale Pending,0,17.218
2026-08-19,DVC Resale Market,GF63292,https://www.dvcresalemarket.com/listings/grand-floridian/gf63292/,Grand Floridian Villas,75,August,12525,167.0,8.31,2064,Sale Pending,13,13.077
2026-08-19,DVC Resale Market,AUB3444,https://www.dvcresalemarket.com/listings/aulani/aub3444/,Aulani,125,August,11750,94.0,10.96,2062,Sale Pending,-125,14.45
2026-08-19,DVC Resale Market,AUC3485,https://www.dvcresalemarket.com/listings/aulani/auc3485/,Aulani,150,March,13800,92.0,10.96,2062,Offer Accepted,-150,14.336
2026-08-19,DVC Resale Market,BLG3693,https://www.dvcresalemarket.com/listings/bay-lake-tower/blg3693/,Bay Lake Tower,160,December,21760,136.0,8.74,2060,Sale Pending,-160,13.56
2026-08-19,DVC Resale Market,PL24590,https://www.dvcresalemarket.com/listings/polynesian/pl24590/,Polynesian Villas,200,February,33800,169.0,8.33,2066,Sale Pending,-200,13.235
2026-08-19,DVC Resale Market,RRA1204,https://www.dvcresalemarket.com/listings/rivieraresort/rra1204/,Riviera Resort,150,December,19500,130.0,9.46,2070,Available,-145,13.044
2026-08-19,DVC Resale Market,BCB2509,https://www.dvcresalemarket.com/listings/beach-club/bcb2509/,Beach Club Villas,175,February,25025,143.0,9.81,2042,Available,-165,20.392
2026-08-19,DVC Resale Market,SS78468,https://www.dvcresalemarket.com/listings/saratoga-springs/ss78468/,Saratoga Springs,25,March,3250,130.0,9.19,2054,Sale Pending,0,15.431
2026-08-19,DVC Resale Market,GFE3293,https://www.dvcresalemarket.com/listings/grand-floridian/gfe3293/,Grand Floridian Villas,532,June,74480,140.0,8.31,2064,Sale Pending,-930,12.979
2026-08-19,DVC Resale Market,SSG6351,https://www.dvcresalemarket.com/listings/saratoga-springs/ssg6351/,Saratoga Springs,100,December,11000,110.0,9.19,2054,Sale Pending,0,13.579
2026-08-19,DVC Resale Market,AK86318,https://www.dvcresalemarket.com/listings/animal-kingdom-lodge/ak86318/,Animal Kingdom Villas,160,June,21760,136.0,10.16,2057,Sale Pending,160,14.22
2026-08-19,DVC Resale Market,CCB2954,https://www.dvcresalemarket.com/listings/copper-creek/ccb2954/,Copper Creek Villas,75,June,10275,137.0,9.02,2068,Sale Pending,-75,13.137
2026-08-19,DVC Resale Market,SSB8430,https://www.dvcresalemarket.com/listings/saratoga-springs/ssb8430/,Saratoga Springs,200,June,22000,110.0,9.19,2054,Sale Pending,0,13.374
2026-08-19,DVC Resale Market,BL93726,https://www.dvcresalemarket.com/listings/bay-lake-tower/bl93726/,Bay Lake Tower,100,February,14700,147.0,8.74,2060,Sale Pending,-94,13.983
2026-08-19,DVC Resale Market,AKF6271,https://www.dvcresalemarket.com/listings/animal-kingdom-lodge/akf6271/,Animal Kingdom Villas,160,December,18080,113.0,10.16,2057,Available,-92,14.438
2026-08-19,DVC Resale Market,AU33422,https://www.dvcresalemarket.com/listings/aulani/au33422/,Aulani,150,March,14400,96.0,10.96,2062,Available,-247,14.788
2026-08-19,DVC Resale Market,BL93690,https://www.dvcresalemarket.com/listings/bay-lake-tower/bl93690/,Bay Lake Tower,50,October,7350,147.0,8.74,2060,Sale Pending,-21,14.004
2026-08-19,DVC Resale Market,BWB3189,https://www.dvcresalemarket.com/listings/boardwalk/bwb3189/,BoardWalk Villas,250,August,34750,139.0,9.67,2042,Sale Pending,237,17.646
2026-08-19,DVC Resale Market,GF73298,https://www.dvcresalemarket.com/listings/grand-floridian/gf73298/,Grand Floridian Villas,100,April,18800,188.0,8.31,2064,Sale Pending,100,13.123
2026-08-19,DVC Resale Market,GCE1850,https://www.dvcresalemarket.com/listings/grand-californian/gce1850/,Grand Californian Villas,250,June,64250,257.0,9.52,2060,Available,124,16.947
2026-08-19,DVC Resale Market,GFF3297,https://www.dvcresalemarket.com/listings/grand-floridian/gff3297/,Grand Floridian Villas,175,August,29400,168.0,8.31,2064,Sale Pending,-170,13.45
2026-08-19,DVC Resale Market,AUC3490,https://www.dvcresalemarket.com/listings/aulani/auc3490/,Aulani,220,June,22880,104.0,10.96,2062,Available,180,13.617
2026-08-19,DVC Resale Market,SSE8479,https://www.dvcresalemarket.com/listings/saratoga-springs/sse8479/,Saratoga Springs,300,June,27000,90.0,9.19,2054,Sale Pending,-573,13.88
2026-08-19,DVC Resale Market,AKG6353,https://www.dvcresalemarket.com/listings/animal-kingdom-lodge/akg6353/,Animal Kingdom Villas,25,December,3425,137.0,10.16,2057,Sale Pending,25,15.41
2026-08-19,DVC Resale Market,SS88488,https://www.dvcresalemarket.com/listings/saratoga-springs/ss88488/,Saratoga Springs,150,October,18000,120.0,9.19,2054,Sale Pending,0,13.806
2026-08-19,DVC Resale Market,VB62600,https://www.dvcresalemarket.com/listings/vero-beach/vb62600/,Vero Beach,225,June,14175,63.0,14.89,2042,Available,0,19.199
2026-08-19,DVC Resale Market,AKE6379,https://www.dvcresalemarket.com/listings/animal-kingdom-lodge/ake6379/,Animal Kingdom Villas,160,October,18400,115.0,10.16,2057,Available,-155,14.743
2026-08-19,DVC Resale Market,AK26343,https://www.dvcresalemarket.com/listings/animal-kingdom-lodge/ak26343/,Animal Kingdom Villas,25,August,3875,155.0,10.16,2057,Sale Pending,1,16.579
2026-08-19,DVC Resale Market,OK84972,https://www.dvcresalemarket.com/listings/old-key-west/ok84972/,Old Key West,50,March,6000,120.0,11.21,2042,Sale Pending,0,20.184
2026-08-19,DVC Resale Market,SS98403,https://www.dvcresalemarket.com/listings/saratoga-springs/ss98403/,Saratoga Springs,200,April,21400,107.0,9.19,2054,Sale Pending,0,13.265
